"Label (Grouping)","Androscoggin County, Maine!!Total!!Estimate","Androscoggin County, Maine!!Total!!Margin of Error","Androscoggin County, Maine!!Percent!!Estimate","Androscoggin County, Maine!!Percent!!Margin of Error","Androscoggin County, Maine!!Veterans!!Estimate","Androscoggin County, Maine!!Veterans!!Margin of Error","Androscoggin County, Maine!!Percent Veterans!!Estimate","Androscoggin County, Maine!!Percent Veterans!!Margin of Error","Androscoggin County, Maine!!Nonveterans!!Estimate","Androscoggin County, Maine!!Nonveterans!!Margin of Error","Androscoggin County, Maine!!Percent Nonveterans!!Estimate","Androscoggin County, Maine!!Percent Nonveterans!!Margin of Error","Aroostook County, Maine!!Total!!Estimate","Aroostook County, Maine!!Total!!Margin of Error","Aroostook County, Maine!!Percent!!Estimate","Aroostook County, Maine!!Percent!!Margin of Error","Aroostook County, Maine!!Veterans!!Estimate","Aroostook County, Maine!!Veterans!!Margin of Error","Aroostook County, Maine!!Percent Veterans!!Estimate","Aroostook County, Maine!!Percent Veterans!!Margin of Error","Aroostook County, Maine!!Nonveterans!!Estimate","Aroostook County, Maine!!Nonveterans!!Margin of Error","Aroostook County, Maine!!Percent Nonveterans!!Estimate","Aroostook County, Maine!!Percent Nonveterans!!Margin of Error","Cumberland County, Maine!!Total!!Estimate","Cumberland County, Maine!!Total!!Margin of Error","Cumberland County, Maine!!Percent!!Estimate","Cumberland County, Maine!!Percent!!Margin of Error","Cumberland County, Maine!!Veterans!!Estimate","Cumberland County, Maine!!Veterans!!Margin of Error","Cumberland County, Maine!!Percent Veterans!!Estimate","Cumberland County, Maine!!Percent Veterans!!Margin of Error","Cumberland County, Maine!!Nonveterans!!Estimate","Cumberland County, Maine!!Nonveterans!!Margin of Error","Cumberland County, Maine!!Percent Nonveterans!!Estimate","Cumberland County, Maine!!Percent Nonveterans!!Margin of Error","Franklin County, Maine!!Total!!Estimate","Franklin County, Maine!!Total!!Margin of Error","Franklin County, Maine!!Percent!!Estimate","Franklin County, Maine!!Percent!!Margin of Error","Franklin County, Maine!!Veterans!!Estimate","Franklin County, Maine!!Veterans!!Margin of Error","Franklin County, Maine!!Percent Veterans!!Estimate","Franklin County, Maine!!Percent Veterans!!Margin of Error","Franklin County, Maine!!Nonveterans!!Estimate","Franklin County, Maine!!Nonveterans!!Margin of Error","Franklin County, Maine!!Percent Nonveterans!!Estimate","Franklin County, Maine!!Percent Nonveterans!!Margin of Error","Hancock County, Maine!!Total!!Estimate","Hancock County, Maine!!Total!!Margin of Error","Hancock County, Maine!!Percent!!Estimate","Hancock County, Maine!!Percent!!Margin of Error","Hancock County, Maine!!Veterans!!Estimate","Hancock County, Maine!!Veterans!!Margin of Error","Hancock County, Maine!!Percent Veterans!!Estimate","Hancock County, Maine!!Percent Veterans!!Margin of Error","Hancock County, Maine!!Nonveterans!!Estimate","Hancock County, Maine!!Nonveterans!!Margin of Error","Hancock County, Maine!!Percent Nonveterans!!Estimate","Hancock County, Maine!!Percent Nonveterans!!Margin of Error","Kennebec County, Maine!!Total!!Estimate","Kennebec County, Maine!!Total!!Margin of Error","Kennebec County, Maine!!Percent!!Estimate","Kennebec County, Maine!!Percent!!Margin of Error","Kennebec County, Maine!!Veterans!!Estimate","Kennebec County, Maine!!Veterans!!Margin of Error","Kennebec County, Maine!!Percent Veterans!!Estimate","Kennebec County, Maine!!Percent Veterans!!Margin of Error","Kennebec County, Maine!!Nonveterans!!Estimate","Kennebec County, Maine!!Nonveterans!!Margin of Error","Kennebec County, Maine!!Percent Nonveterans!!Estimate","Kennebec County, Maine!!Percent Nonveterans!!Margin of Error","Knox County, Maine!!Total!!Estimate","Knox County, Maine!!Total!!Margin of Error","Knox County, Maine!!Percent!!Estimate","Knox County, Maine!!Percent!!Margin of Error","Knox County, Maine!!Veterans!!Estimate","Knox County, Maine!!Veterans!!Margin of Error","Knox County, Maine!!Percent Veterans!!Estimate","Knox County, Maine!!Percent Veterans!!Margin of Error","Knox County, Maine!!Nonveterans!!Estimate","Knox County, Maine!!Nonveterans!!Margin of Error","Knox County, Maine!!Percent Nonveterans!!Estimate","Knox County, Maine!!Percent Nonveterans!!Margin of Error","Lincoln County, Maine!!Total!!Estimate","Lincoln County, Maine!!Total!!Margin of Error","Lincoln County, Maine!!Percent!!Estimate","Lincoln County, Maine!!Percent!!Margin of Error","Lincoln County, Maine!!Veterans!!Estimate","Lincoln County, Maine!!Veterans!!Margin of Error","Lincoln County, Maine!!Percent Veterans!!Estimate","Lincoln County, Maine!!Percent Veterans!!Margin of Error","Lincoln County, Maine!!Nonveterans!!Estimate","Lincoln County, Maine!!Nonveterans!!Margin of Error","Lincoln County, Maine!!Percent Nonveterans!!Estimate","Lincoln County, Maine!!Percent Nonveterans!!Margin of Error","Oxford County, Maine!!Total!!Estimate","Oxford County, Maine!!Total!!Margin of Error","Oxford County, Maine!!Percent!!Estimate","Oxford County, Maine!!Percent!!Margin of Error","Oxford County, Maine!!Veterans!!Estimate","Oxford County, Maine!!Veterans!!Margin of Error","Oxford County, Maine!!Percent Veterans!!Estimate","Oxford County, Maine!!Percent Veterans!!Margin of Error","Oxford County, Maine!!Nonveterans!!Estimate","Oxford County, Maine!!Nonveterans!!Margin of Error","Oxford County, Maine!!Percent Nonveterans!!Estimate","Oxford County, Maine!!Percent Nonveterans!!Margin of Error","Penobscot County, Maine!!Total!!Estimate","Penobscot County, Maine!!Total!!Margin of Error","Penobscot County, Maine!!Percent!!Estimate","Penobscot County, Maine!!Percent!!Margin of Error","Penobscot County, Maine!!Veterans!!Estimate","Penobscot County, Maine!!Veterans!!Margin of Error","Penobscot County, Maine!!Percent Veterans!!Estimate","Penobscot County, Maine!!Percent Veterans!!Margin of Error","Penobscot County, Maine!!Nonveterans!!Estimate","Penobscot County, Maine!!Nonveterans!!Margin of Error","Penobscot County, Maine!!Percent Nonveterans!!Estimate","Penobscot County, Maine!!Percent Nonveterans!!Margin of Error","Piscataquis County, Maine!!Total!!Estimate","Piscataquis County, Maine!!Total!!Margin of Error","Piscataquis County, Maine!!Percent!!Estimate","Piscataquis County, Maine!!Percent!!Margin of Error","Piscataquis County, Maine!!Veterans!!Estimate","Piscataquis County, Maine!!Veterans!!Margin of Error","Piscataquis County, Maine!!Percent Veterans!!Estimate","Piscataquis County, Maine!!Percent Veterans!!Margin of Error","Piscataquis County, Maine!!Nonveterans!!Estimate","Piscataquis County, Maine!!Nonveterans!!Margin of Error","Piscataquis County, Maine!!Percent Nonveterans!!Estimate","Piscataquis County, Maine!!Percent Nonveterans!!Margin of Error","Sagadahoc County, Maine!!Total!!Estimate","Sagadahoc County, Maine!!Total!!Margin of Error","Sagadahoc County, Maine!!Percent!!Estimate","Sagadahoc County, Maine!!Percent!!Margin of Error","Sagadahoc County, Maine!!Veterans!!Estimate","Sagadahoc County, Maine!!Veterans!!Margin of Error","Sagadahoc County, Maine!!Percent Veterans!!Estimate","Sagadahoc County, Maine!!Percent Veterans!!Margin of Error","Sagadahoc County, Maine!!Nonveterans!!Estimate","Sagadahoc County, Maine!!Nonveterans!!Margin of Error","Sagadahoc County, Maine!!Percent Nonveterans!!Estimate","Sagadahoc County, Maine!!Percent Nonveterans!!Margin of Error","Somerset County, Maine!!Total!!Estimate","Somerset County, Maine!!Total!!Margin of Error","Somerset County, Maine!!Percent!!Estimate","Somerset County, Maine!!Percent!!Margin of Error","Somerset County, Maine!!Veterans!!Estimate","Somerset County, Maine!!Veterans!!Margin of Error","Somerset County, Maine!!Percent Veterans!!Estimate","Somerset County, Maine!!Percent Veterans!!Margin of Error","Somerset County, Maine!!Nonveterans!!Estimate","Somerset County, Maine!!Nonveterans!!Margin of Error","Somerset County, Maine!!Percent Nonveterans!!Estimate","Somerset County, Maine!!Percent Nonveterans!!Margin of Error","Waldo County, Maine!!Total!!Estimate","Waldo County, Maine!!Total!!Margin of Error","Waldo County, Maine!!Percent!!Estimate","Waldo County, Maine!!Percent!!Margin of Error","Waldo County, Maine!!Veterans!!Estimate","Waldo County, Maine!!Veterans!!Margin of Error","Waldo County, Maine!!Percent Veterans!!Estimate","Waldo County, Maine!!Percent Veterans!!Margin of Error","Waldo County, Maine!!Nonveterans!!Estimate","Waldo County, Maine!!Nonveterans!!Margin of Error","Waldo County, Maine!!Percent Nonveterans!!Estimate","Waldo County, Maine!!Percent Nonveterans!!Margin of Error","Washington County, Maine!!Total!!Estimate","Washington County, Maine!!Total!!Margin of Error","Washington County, Maine!!Percent!!Estimate","Washington County, Maine!!Percent!!Margin of Error","Washington County, Maine!!Veterans!!Estimate","Washington County, Maine!!Veterans!!Margin of Error","Washington County, Maine!!Percent Veterans!!Estimate","Washington County, Maine!!Percent Veterans!!Margin of Error","Washington County, Maine!!Nonveterans!!Estimate","Washington County, Maine!!Nonveterans!!Margin of Error","Washington County, Maine!!Percent Nonveterans!!Estimate","Washington County, Maine!!Percent Nonveterans!!Margin of Error","York County, Maine!!Total!!Estimate","York County, Maine!!Total!!Margin of Error","York County, Maine!!Percent!!Estimate","York County, Maine!!Percent!!Margin of Error","York County, Maine!!Veterans!!Estimate","York County, Maine!!Veterans!!Margin of Error","York County, Maine!!Percent Veterans!!Estimate","York County, Maine!!Percent Veterans!!Margin of Error","York County, Maine!!Nonveterans!!Estimate","York County, Maine!!Nonveterans!!Margin of Error","York County, Maine!!Percent Nonveterans!!Estimate","York County, Maine!!Percent Nonveterans!!Margin of Error"
"EMPLOYMENT STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian population 18 to 64 years","65,494","±66","(X)","(X)","4,122","±422","(X)","(X)","61,372","±421","(X)","(X)","38,750","±46","(X)","(X)","2,638","±291","(X)","(X)","36,112","±294","(X)","(X)","184,645","±265","(X)","(X)","7,564","±743","(X)","(X)","177,081","±857","(X)","(X)","18,029","±69","(X)","(X)","1,033","±170","(X)","(X)","16,996","±183","(X)","(X)","31,794","±96","(X)","(X)","1,542","±235","(X)","(X)","30,252","±242","(X)","(X)","74,254","±115","(X)","(X)","4,628","±466","(X)","(X)","69,626","±462","(X)","(X)","22,817","±105","(X)","(X)","982","±207","(X)","(X)","21,835","±234","(X)","(X)","19,040","±74","(X)","(X)","1,423","±238","(X)","(X)","17,617","±253","(X)","(X)","34,565","±82","(X)","(X)","1,916","±279","(X)","(X)","32,649","±284","(X)","(X)","95,842","±175","(X)","(X)","5,513","±521","(X)","(X)","90,329","±553","(X)","(X)","9,530","±69","(X)","(X)","609","±132","(X)","(X)","8,921","±139","(X)","(X)","20,946","±90","(X)","(X)","1,472","±250","(X)","(X)","19,474","±271","(X)","(X)","30,064","±117","(X)","(X)","2,225","±380","(X)","(X)","27,839","±402","(X)","(X)","23,377","±58","(X)","(X)","1,102","±163","(X)","(X)","22,275","±147","(X)","(X)","17,605","±48","(X)","(X)","1,254","±138","(X)","(X)","16,351","±148","(X)","(X)","124,551","±251","(X)","(X)","8,130","±799","(X)","(X)","116,421","±833","(X)","(X)"
"        Labor force participation rate","(X)","(X)","79.6%","±1.3","(X)","(X)","73.9%","±4.9","(X)","(X)","79.9%","±1.2","(X)","(X)","72.3%","±1.6","(X)","(X)","71.6%","±5.5","(X)","(X)","72.3%","±1.6","(X)","(X)","83.5%","±0.6","(X)","(X)","80.1%","±3.6","(X)","(X)","83.7%","±0.6","(X)","(X)","77.3%","±2.3","(X)","(X)","62.9%","±10.0","(X)","(X)","78.1%","±2.5","(X)","(X)","80.4%","±1.4","(X)","(X)","81.8%","±5.3","(X)","(X)","80.3%","±1.4","(X)","(X)","77.1%","±1.2","(X)","(X)","74.3%","±4.0","(X)","(X)","77.3%","±1.3","(X)","(X)","75.3%","±2.1","(X)","(X)","76.4%","±8.3","(X)","(X)","75.3%","±2.2","(X)","(X)","77.7%","±1.7","(X)","(X)","78.1%","±7.6","(X)","(X)","77.7%","±1.8","(X)","(X)","72.5%","±1.7","(X)","(X)","66.1%","±7.4","(X)","(X)","72.9%","±1.8","(X)","(X)","74.7%","±1.1","(X)","(X)","76.2%","±4.1","(X)","(X)","74.6%","±1.1","(X)","(X)","65.4%","±2.5","(X)","(X)","62.7%","±11.1","(X)","(X)","65.6%","±2.4","(X)","(X)","84.7%","±1.7","(X)","(X)","83.5%","±7.4","(X)","(X)","84.8%","±1.7","(X)","(X)","70.8%","±2.0","(X)","(X)","70.4%","±7.1","(X)","(X)","70.8%","±2.1","(X)","(X)","76.5%","±1.8","(X)","(X)","69.7%","±6.9","(X)","(X)","76.9%","±1.8","(X)","(X)","68.2%","±1.5","(X)","(X)","59.4%","±6.2","(X)","(X)","68.9%","±1.5","(X)","(X)","82.2%","±0.9","(X)","(X)","80.1%","±3.6","(X)","(X)","82.4%","±0.9"
"    Civilian labor force 18 to 64 years","52,113","±816","(X)","(X)","3,048","±349","(X)","(X)","49,065","±842","(X)","(X)","28,012","±615","(X)","(X)","1,890","±274","(X)","(X)","26,122","±570","(X)","(X)","154,193","±1,041","(X)","(X)","6,062","±704","(X)","(X)","148,131","±1,311","(X)","(X)","13,930","±428","(X)","(X)","650","±135","(X)","(X)","13,280","±452","(X)","(X)","25,547","±443","(X)","(X)","1,261","±225","(X)","(X)","24,286","±474","(X)","(X)","57,264","±935","(X)","(X)","3,440","±391","(X)","(X)","53,824","±950","(X)","(X)","17,188","±470","(X)","(X)","750","±203","(X)","(X)","16,438","±535","(X)","(X)","14,795","±330","(X)","(X)","1,112","±195","(X)","(X)","13,683","±353","(X)","(X)","25,064","±587","(X)","(X)","1,267","±263","(X)","(X)","23,797","±634","(X)","(X)","71,565","±1,041","(X)","(X)","4,203","±499","(X)","(X)","67,362","±1,124","(X)","(X)","6,230","±237","(X)","(X)","382","±111","(X)","(X)","5,848","±237","(X)","(X)","17,736","±365","(X)","(X)","1,229","±245","(X)","(X)","16,507","±398","(X)","(X)","21,279","±600","(X)","(X)","1,566","±348","(X)","(X)","19,713","±684","(X)","(X)","17,893","±415","(X)","(X)","768","±140","(X)","(X)","17,125","±432","(X)","(X)","12,008","±269","(X)","(X)","745","±110","(X)","(X)","11,263","±272","(X)","(X)","102,437","±1,075","(X)","(X)","6,510","±720","(X)","(X)","95,927","±1,288","(X)","(X)"
"        Unemployment rate","(X)","(X)","4.2%","±0.7","(X)","(X)","0.9%","±0.9","(X)","(X)","4.4%","±0.7","(X)","(X)","4.9%","±1.2","(X)","(X)","3.4%","±2.4","(X)","(X)","5.0%","±1.2","(X)","(X)","3.0%","±0.4","(X)","(X)","1.6%","±1.2","(X)","(X)","3.1%","±0.5","(X)","(X)","4.9%","±1.2","(X)","(X)","3.4%","±3.8","(X)","(X)","4.9%","±1.3","(X)","(X)","3.2%","±0.7","(X)","(X)","1.5%","±1.3","(X)","(X)","3.3%","±0.7","(X)","(X)","3.8%","±0.6","(X)","(X)","1.7%","±1.6","(X)","(X)","3.9%","±0.7","(X)","(X)","3.7%","±1.1","(X)","(X)","12.5%","±10.6","(X)","(X)","3.3%","±1.1","(X)","(X)","3.8%","±1.2","(X)","(X)","8.9%","±6.7","(X)","(X)","3.4%","±1.1","(X)","(X)","6.2%","±1.4","(X)","(X)","2.2%","±1.7","(X)","(X)","6.4%","±1.5","(X)","(X)","4.3%","±0.4","(X)","(X)","3.5%","±1.7","(X)","(X)","4.3%","±0.4","(X)","(X)","5.7%","±1.8","(X)","(X)","0.8%","±1.1","(X)","(X)","6.0%","±1.9","(X)","(X)","4.0%","±1.7","(X)","(X)","0.6%","±0.9","(X)","(X)","4.3%","±1.9","(X)","(X)","4.9%","±0.9","(X)","(X)","1.9%","±1.0","(X)","(X)","5.1%","±1.0","(X)","(X)","4.6%","±1.0","(X)","(X)","1.4%","±1.7","(X)","(X)","4.8%","±1.1","(X)","(X)","7.0%","±1.3","(X)","(X)","4.4%","±2.7","(X)","(X)","7.1%","±1.3","(X)","(X)","3.1%","±0.5","(X)","(X)","2.8%","±1.4","(X)","(X)","3.1%","±0.5"
"POVERTY STATUS IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian population 18 years and over for whom poverty status is determined","81,830","±380","(X)","(X)","8,035","±588","(X)","(X)","73,795","±673","(X)","(X)","53,465","±299","(X)","(X)","5,974","±362","(X)","(X)","47,491","±403","(X)","(X)","232,119","±641","(X)","(X)","16,775","±887","(X)","(X)","215,344","±1,125","(X)","(X)","23,525","±292","(X)","(X)","2,602","±247","(X)","(X)","20,923","±358","(X)","(X)","44,235","±219","(X)","(X)","4,183","±382","(X)","(X)","40,052","±437","(X)","(X)","95,399","±347","(X)","(X)","9,272","±633","(X)","(X)","86,127","±659","(X)","(X)","31,244","±205","(X)","(X)","2,746","±307","(X)","(X)","28,498","±360","(X)","(X)","28,163","±134","(X)","(X)","3,288","±262","(X)","(X)","24,875","±283","(X)","(X)","46,649","±96","(X)","(X)","4,553","±367","(X)","(X)","42,096","±371","(X)","(X)","118,274","±515","(X)","(X)","10,764","±607","(X)","(X)","107,510","±806","(X)","(X)","13,720","±127","(X)","(X)","1,538","±169","(X)","(X)","12,182","±206","(X)","(X)","28,899","±97","(X)","(X)","3,424","±333","(X)","(X)","25,475","±333","(X)","(X)","40,340","±130","(X)","(X)","4,387","±459","(X)","(X)","35,953","±480","(X)","(X)","31,811","±142","(X)","(X)","2,862","±210","(X)","(X)","28,949","±240","(X)","(X)","24,519","±169","(X)","(X)","2,919","±194","(X)","(X)","21,600","±259","(X)","(X)","164,540","±433","(X)","(X)","16,490","±945","(X)","(X)","148,050","±1,031","(X)","(X)"
"        Income in the past 12 months below poverty level","8,495","±743","10.4%","±0.9","447","±169","5.6%","±2.1","8,048","±723","10.9%","±1.0","7,238","±639","13.5%","±1.2","487","±115","8.2%","±1.9","6,751","±642","14.2%","±1.3","18,927","±1,468","8.2%","±0.6","802","±199","4.8%","±1.2","18,125","±1,437","8.4%","±0.7","2,644","±421","11.2%","±1.8","146","±81","5.6%","±3.1","2,498","±417","11.9%","±2.0","4,214","±409","9.5%","±0.9","176","±75","4.2%","±1.8","4,038","±377","10.1%","±1.0","11,056","±1,030","11.6%","±1.1","487","±144","5.3%","±1.5","10,569","±1,010","12.3%","±1.2","2,529","±378","8.1%","±1.2","164","±80","6.0%","±2.8","2,365","±357","8.3%","±1.3","2,536","±361","9.0%","±1.3","242","±117","7.4%","±3.5","2,294","±334","9.2%","±1.3","5,517","±580","11.8%","±1.2","277","±99","6.1%","±2.1","5,240","±568","12.4%","±1.4","15,149","±992","12.8%","±0.8","666","±150","6.2%","±1.3","14,483","±955","13.5%","±0.9","2,251","±267","16.4%","±2.0","85","±38","5.5%","±2.5","2,166","±259","17.8%","±2.2","2,934","±499","10.2%","±1.7","359","±126","10.5%","±3.7","2,575","±451","10.1%","±1.7","7,052","±636","17.5%","±1.6","327","±123","7.5%","±2.8","6,725","±598","18.7%","±1.7","3,778","±427","11.9%","±1.3","159","±57","5.6%","±2.0","3,619","±425","12.5%","±1.5","4,121","±342","16.8%","±1.4","259","±60","8.9%","±2.0","3,862","±338","17.9%","±1.6","11,784","±1,002","7.2%","±0.6","726","±174","4.4%","±1.1","11,058","±943","7.5%","±0.6"
"        Income in the past 12 months at or above poverty level","73,335","±849","89.6%","±0.9","7,588","±579","94.4%","±2.1","65,747","±968","89.1%","±1.0","46,227","±709","86.5%","±1.2","5,487","±347","91.8%","±1.9","40,740","±647","85.8%","±1.3","213,192","±1,498","91.8%","±0.6","15,973","±903","95.2%","±1.2","197,219","±1,749","91.6%","±0.7","20,881","±496","88.8%","±1.8","2,456","±247","94.4%","±3.1","18,425","±538","88.1%","±2.0","40,021","±472","90.5%","±0.9","4,007","±381","95.8%","±1.8","36,014","±601","89.9%","±1.0","84,343","±1,055","88.4%","±1.1","8,785","±613","94.7%","±1.5","75,558","±1,173","87.7%","±1.2","28,715","±409","91.9%","±1.2","2,582","±294","94.0%","±2.8","26,133","±512","91.7%","±1.3","25,627","±387","91.0%","±1.3","3,046","±256","92.6%","±3.5","22,581","±379","90.8%","±1.3","41,132","±572","88.2%","±1.2","4,276","±357","93.9%","±2.1","36,856","±713","87.6%","±1.4","103,125","±1,118","87.2%","±0.8","10,098","±570","93.8%","±1.3","93,027","±1,238","86.5%","±0.9","11,469","±302","83.6%","±2.0","1,453","±172","94.5%","±2.5","10,016","±336","82.2%","±2.2","25,965","±500","89.8%","±1.7","3,065","±332","89.5%","±3.7","22,900","±490","89.9%","±1.7","33,288","±628","82.5%","±1.6","4,060","±459","92.5%","±2.8","29,228","±740","81.3%","±1.7","28,033","±444","88.1%","±1.3","2,703","±208","94.4%","±2.0","25,330","±485","87.5%","±1.5","20,398","±346","83.2%","±1.4","2,660","±186","91.1%","±2.0","17,738","±399","82.1%","±1.6","152,756","±1,070","92.8%","±0.6","15,764","±941","95.6%","±1.1","136,992","±1,314","92.5%","±0.6"
"DISABILITY STATUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Civilian population 18 years and over for whom poverty status is determined","81,830","±380","(X)","(X)","8,035","±588","(X)","(X)","73,795","±673","(X)","(X)","53,465","±299","(X)","(X)","5,974","±362","(X)","(X)","47,491","±403","(X)","(X)","232,119","±641","(X)","(X)","16,775","±887","(X)","(X)","215,344","±1,125","(X)","(X)","23,525","±292","(X)","(X)","2,602","±247","(X)","(X)","20,923","±358","(X)","(X)","44,235","±219","(X)","(X)","4,183","±382","(X)","(X)","40,052","±437","(X)","(X)","95,399","±347","(X)","(X)","9,272","±633","(X)","(X)","86,127","±659","(X)","(X)","31,244","±205","(X)","(X)","2,746","±307","(X)","(X)","28,498","±360","(X)","(X)","28,163","±134","(X)","(X)","3,288","±262","(X)","(X)","24,875","±283","(X)","(X)","46,649","±96","(X)","(X)","4,553","±367","(X)","(X)","42,096","±371","(X)","(X)","118,274","±515","(X)","(X)","10,764","±607","(X)","(X)","107,510","±806","(X)","(X)","13,720","±127","(X)","(X)","1,538","±169","(X)","(X)","12,182","±206","(X)","(X)","28,899","±97","(X)","(X)","3,424","±333","(X)","(X)","25,475","±333","(X)","(X)","40,340","±130","(X)","(X)","4,387","±459","(X)","(X)","35,953","±480","(X)","(X)","31,811","±142","(X)","(X)","2,862","±210","(X)","(X)","28,949","±240","(X)","(X)","24,519","±169","(X)","(X)","2,919","±194","(X)","(X)","21,600","±259","(X)","(X)","164,540","±433","(X)","(X)","16,490","±945","(X)","(X)","148,050","±1,031","(X)","(X)"
"        With any disability","16,505","±967","20.2%","±1.2","2,415","±383","30.1%","±3.9","14,090","±933","19.1%","±1.2","13,838","±766","25.9%","±1.4","2,303","±280","38.6%","±4.2","11,535","±717","24.3%","±1.5","30,857","±1,243","13.3%","±0.5","4,327","±475","25.8%","±2.7","26,530","±1,134","12.3%","±0.5","4,060","±422","17.3%","±1.8","922","±168","35.4%","±5.8","3,138","±373","15.0%","±1.7","7,409","±468","16.7%","±1.1","1,115","±177","26.7%","±4.3","6,294","±441","15.7%","±1.1","17,983","±822","18.9%","±0.9","2,893","±347","31.2%","±3.2","15,090","±818","17.5%","±0.9","5,349","±482","17.1%","±1.5","695","±142","25.3%","±5.4","4,654","±485","16.3%","±1.7","5,272","±479","18.7%","±1.7","1,045","±203","31.8%","±5.7","4,227","±466","17.0%","±1.8","9,453","±660","20.3%","±1.4","1,351","±223","29.7%","±4.3","8,102","±642","19.2%","±1.6","24,858","±1,050","21.0%","±0.9","3,256","±367","30.2%","±3.3","21,602","±923","20.1%","±0.9","4,175","±324","30.4%","±2.3","644","±109","41.9%","±6.5","3,531","±304","29.0%","±2.4","3,888","±351","13.5%","±1.2","972","±215","28.4%","±5.6","2,916","±334","11.4%","±1.3","9,479","±654","23.5%","±1.6","1,681","±324","38.3%","±5.2","7,798","±605","21.7%","±1.6","6,086","±481","19.1%","±1.5","1,128","±156","39.4%","±4.2","4,958","±469","17.1%","±1.6","6,373","±282","26.0%","±1.1","1,238","±125","42.4%","±3.6","5,135","±256","23.8%","±1.1","28,038","±1,404","17.0%","±0.8","5,058","±653","30.7%","±3.6","22,980","±1,283","15.5%","±0.9"
"        Without a disability","65,325","±1,003","79.8%","±1.2","5,620","±477","69.9%","±3.9","59,705","±923","80.9%","±1.2","39,627","±781","74.1%","±1.4","3,671","±340","61.4%","±4.2","35,956","±737","75.7%","±1.5","201,262","±1,317","86.7%","±0.5","12,448","±860","74.2%","±2.7","188,814","±1,489","87.7%","±0.5","19,465","±502","82.7%","±1.8","1,680","±229","64.6%","±5.8","17,785","±448","85.0%","±1.7","36,826","±510","83.3%","±1.1","3,068","±376","73.3%","±4.3","33,758","±525","84.3%","±1.1","77,416","±923","81.1%","±0.9","6,379","±536","68.8%","±3.2","71,037","±942","82.5%","±0.9","25,895","±476","82.9%","±1.5","2,051","±311","74.7%","±5.4","23,844","±586","83.7%","±1.7","22,891","±481","81.3%","±1.7","2,243","±261","68.2%","±5.7","20,648","±467","83.0%","±1.8","37,196","±672","79.7%","±1.4","3,202","±330","70.3%","±4.3","33,994","±783","80.8%","±1.6","93,416","±1,154","79.0%","±0.9","7,508","±609","69.8%","±3.3","85,908","±1,180","79.9%","±0.9","9,545","±337","69.6%","±2.3","894","±157","58.1%","±6.5","8,651","±318","71.0%","±2.4","25,011","±342","86.5%","±1.2","2,452","±299","71.6%","±5.6","22,559","±381","88.6%","±1.3","30,861","±633","76.5%","±1.6","2,706","±309","61.7%","±5.2","28,155","±650","78.3%","±1.6","25,725","±463","80.9%","±1.5","1,734","±162","60.6%","±4.2","23,991","±460","82.9%","±1.6","18,146","±288","74.0%","±1.1","1,681","±164","57.6%","±3.6","16,465","±307","76.2%","±1.1","136,502","±1,391","83.0%","±0.8","11,432","±886","69.3%","±3.6","125,070","±1,569","84.5%","±0.9"
